WKT,OBJECTID,LAENGE,RANG_SUB,SE_ANNO_CAD_DATA
"LINESTRING (16.4402315219479 48.2661068478361,16.440560746888 48.2661426873213,16.4415557180155 48.2662566181241,16.4428461919626 48.2663052767135,16.4453627730267 48.2662952417273,16.4467965267966 48.2663916927502,16.4479737316229 48.2663916285079)",1970704,576.88,G,
"LINESTRING (16.4729241169532 48.2746818015001,16.4718370820867 48.2739845903124,16.4711614002775 48.2734153172398,16.4694513156057 48.272577213872,16.4671114666229 48.2714997730498,16.4640506962313 48.2696429971038,16.4618003863116 48.2683253197116,16.4597750324581 48.2670673639031,16.456354799922 48.2650007421184,16.4560393254023 48.2646110240488)",1970705,1687.45,E,
"LINESTRING (16.481592711576 48.2758925976502,16.4815956453014 48.2758928889135,16.4828102421329 48.2762513891258,16.4845171052956 48.2758591526338,16.4863587825725 48.2754667147397,16.4876616983006 48.2752849846679,16.4889350960602 48.275097489283)",1970706,571.88,G,
"LINESTRING (16.2508003582977 48.2204867782637,16.25195550752 48.2218983509458,16.2530400738993 48.2228063081379,16.2533466689602 48.2231337036468,16.2538215891206 48.2239728023474,16.254647690158 48.2251146371874,16.2548075692154 48.2253458538975,16.2551888623218 48.2263068280549,16.2554990253226 48.2272192686294,16.2554986749184 48.2274423426934,16.2554132808429 48.2279613013919,16.2554750780523 48.2282944678036,16.2555681768354 48.2285384265745,16.2559589040693 48.2291841255561,16.2560652464943 48.2293492552366,16.2561916510229 48.2295079488496,16.2563372499637 48.2296591193501,16.2565010516699 48.2298017335612,16.2566819324545 48.2299348157677,16.256878655421 48.2300574549266,16.2570898758345 48.2301688127673,16.259498557138 48.2311481006834,16.2605281322909 48.2315318739548,16.261595718679 48.2321155361334,16.2624501218537 48.2326707962439,16.2628857780298 48.2331142478224,16.2633569011621 48.2336647947814,16.2636112905087 48.2338629961434,16.2638860299146 48.2340486795251,16.2641797409248 48.2342209149238,16.2647367025863 48.2345551366017,16.2652979620671 48.2348861359527,16.2658634789933 48.2352138886083,16.2662199875083 48.2354102237621,16.2665833894326 48.2356008360167,16.2669534775563 48.2357856181639,16.2672890023316 48.2359847207444,16.2675939099408 48.2362047069341,16.2678652994257 48.2364434852377,16.2690693698939 48.23761232547)",1970707,2432.65,G,
"LINESTRING (16.3051776253957 48.2097124941057,16.3048056058462 48.2084486698246)",1970708,143.23,G,
"LINESTRING (16.3049647233523 48.2084122914285,16.3048056058462 48.2084486698246,16.3031180652137 48.2087194565172,16.3023176756281 48.2085866008892)",1970709,202.78,E,
"LINESTRING (16.4054744989335 48.2502130689265,16.4041241915603 48.2504417366624)",1970710,103.45,B,
"LINESTRING (16.3139958037443 48.186970677663,16.3144202620534 48.1866531735497,16.3192308655829 48.1849907787458,16.3197114984669 48.1848373173274)",1970711,489.6,E,
"LINESTRING (16.3577563727428 48.2187731231279,16.3577088761261 48.2188225604958,16.3571519673255 48.2193896158572)",1970712,81.95,B,
"LINESTRING (16.3541597320138 48.2216952620691,16.3532523502698 48.2222897873277)",1970713,94.43,B,
"LINESTRING (16.3878876577829 48.13850968333,16.3878097879228 48.1382751093702)",1970714,26.72,E,
"LINESTRING (16.3627921111624 48.1329801035097,16.364900042819 48.1383722132519)",1970715,619.76,E,
"LINESTRING (16.3807568337983 48.1616235776587,16.380826361469 48.1612927764106)",1970716,37.15,E,
"LINESTRING (16.3958502104103 48.2205954486294,16.3959506154709 48.2207109374799,16.4018848454833 48.2239117251678)",1970717,581.51,G,
"LINESTRING (16.4404614240507 48.1989720217623,16.4390327048531 48.1980422090917,16.4387435327901 48.1974760815464)",1970718,214.74,G,
"LINESTRING (16.3833818283635 48.2042163682438,16.3835633513168 48.2043479138604,16.3841298502125 48.2042996720051,16.3845448594962 48.2043821754187)",1970719,94.53,E,
"LINESTRING (16.3704640959046 48.1895678771013,16.3715230582554 48.1899771409112,16.3716179857623 48.1900138301835,16.3718789284662 48.1901146787702)",1970720,121.5,E,
"LINESTRING (16.3928309026277 48.1617549624752,16.3924856988549 48.161716456569,16.3923622469807 48.1591438122334,16.3924967996812 48.1580843960685,16.3928953915648 48.1571705796068)",1970721,536.32,E,
"LINESTRING (16.3702397957211 48.2485615765473,16.3705842620232 48.2484736026135)",1970722,27.39,G,
"LINESTRING (16.4093931341661 48.2761579004587,16.4086282019049 48.2764904307753)",1970723,67.76,E,
"LINESTRING (16.3843899151844 48.2028442484948,16.3840458128842 48.2026964367205)",1970724,30.4,G,
"LINESTRING (16.4067948533757 48.1874821525168,16.4072691395823 48.1872693665217)",1970725,42.47,E,
"LINESTRING (16.2940367564996 48.1452176566347,16.2940384995334 48.1452618693302,16.2929933694102 48.1455369615586)",1970726,88.49,G,
"LINESTRING (16.3642191108028 48.1700006611952,16.3643816346824 48.170033882118)",1970727,12.64,E,
"LINESTRING (16.4251206510131 48.2548317414801,16.4229496457456 48.2500401099115,16.4184772637302 48.2458798498346)",1970728,1126.16,E,
"LINESTRING (16.3886184809088 48.1811352331888,16.3884968400803 48.1809740286672)",1970729,20.08,E,
"LINESTRING (16.3019546254226 48.1922373489943,16.301996082677 48.1921266787423)",1970730,38.51,G,
"LINESTRING (16.3643747551938 48.1545737311949,16.3648003873319 48.1544698170207)",1970731,33.71,E,
"LINESTRING (16.2752971392944 48.1819133586926,16.2753817585818 48.1819766323696)",1970732,9.44,G,
"LINESTRING (16.2752930521569 48.1817591652508,16.2752971392944 48.1819133586926)",1970733,17.15,G,
"LINESTRING (16.4559581147141 48.2792752362247,16.4563324124269 48.2792748456049,16.4575415498711 48.2795626769229,16.4596494399968 48.2800208524308,16.4597235758026 48.280037212183,16.4597953410064 48.2800577490377,16.4598642084513 48.2800823115832,16.4599296724604 48.2801107178087,16.4599912528937 48.2801427613957,16.4600484978298 48.2801782063186,16.460100986273 48.2802167922374,16.4601483335449 48.2802582353912,16.4601901912932 48.280302232195,16.4602405965868 48.2803768062206,16.460285378023 48.2804529627867,16.4603244259864 48.2805305122637,16.4604689910015 48.2807861416298,16.4606086519924 48.2810429838857,16.460743385883 48.2813009950079,16.4607482893133 48.2813238618638,16.46075027079 48.2813469234391,16.4607493204753 48.2813700142712,16.4607454420046 48.2813929688831,16.4607386659589 48.2814156208688,16.460729037751 48.2814378083026,16.4607166297502 48.2814593728269,16.4607015291493 48.2814801569668,16.4606838460734 48.2815000140144,16.4606637054732 48.2815187990442,16.4606198142291 48.2815717314287,16.4605836778212 48.2816272148421,16.4605556264948 48.2816847435218,16.4605359150052 48.2817437946985,16.4605347634946 48.2817600896544,16.4605357880031 48.2817763885515,16.4605389814817 48.2817925618966,16.4605443193674 48.2818084811146,16.4605517582403 48.2818240203488,16.4605612385186 48.2818390564578,16.4605726871529 48.2818534690123,16.4605860109004 48.2818671447996,16.4606011057499 48.281879975115,16.4606178515365 48.2818918575666,16.4606361159905 48.2819026987684,16.4606557520357 48.281912411646,16.460676605885 48.2819209199237,16.4606985102991 48.2819281563338,16.4607212940157 48.2819340617066,16.460744773681 48.2819385912749,16.460768764613 48.2819417083666,16.4607930754212 48.2819433880082,16.4608475394949 48.2819413010103,16.4609020049618 48.2819392346691,16.4609564731673 48.281937188084)",1970734,555.64,E,
"LINESTRING (16.4229496457456 48.2500401099115,16.4275389329616 48.2472709685092)",1970735,459.32,G,
"CIRCULARSTRING (16.4581749344657 48.2463991095526,16.4590830740111 48.246327313868,16.4599766187875 48.2461973757782)",1970736,221.35,E,A2020000010800008ACBCECDA30388B391B2F70889C61BC2A902B0BA1BD69A03AFAB1BCE8B0485991BE3FB04B5821BCFEB0580E91AC9DA06B0013200002000F0A7C69B48C240E02FBBE7A413154100780B24888BC240A0EFA7C6FD13154101000000020000000000000000F0A7C69B48C240A0EFA7C6FD13154100780B24888BC240E02FBBE7A413154101000000000000000100000065F9E7A6566AC2401819DA45DE13154196010000070000000400
"LINESTRING (16.3782914118414 48.2316659738352,16.3833903974949 48.233339767114)",1970737,422.06,G,
"LINESTRING (16.3406932435579 48.2118222565256,16.3407699585853 48.2121108798695)",1970738,32.6,E,
"LINESTRING (16.3113595344451 48.2408834056876,16.3095509992719 48.242003618039,16.3090525550811 48.2423287189367,16.3085689575603 48.2426636777254,16.3081006457978 48.2430081934267,16.3077393262871 48.2431966240116,16.3073611414418 48.2433696601329,16.3069675580094 48.2435266311073,16.3069248026488 48.2435408969049,16.3072305704697 48.2445869780462,16.3074486049501 48.2455185911576,16.3077194467113 48.2469221714925,16.3077226034178 48.246998879425)",1970739,833.4,G,
"LINESTRING (16.311361112537 48.2407713826188,16.3113595344451 48.2408834056876)",1970740,12.46,G,
"LINESTRING (16.3725125350127 48.2289774437763,16.3735254287873 48.2282865705775)",1970741,107.54,G,
"LINESTRING (16.3531664664571 48.180186420274,16.3555051770928 48.1800112298853,16.3561202188194 48.1800706096404,16.3567640162504 48.1801744904096,16.3585225325189 48.1807149316939,16.3591307843951 48.1809183246624)",1970742,1652.16,,
"LINESTRING (16.3591307843951 48.1809183246624,16.3589713939381 48.1810704235186)",1970743,1652.16,,
"LINESTRING (16.3470668298359 48.1497303459907,16.3477238989863 48.150887409562)",1970744,137.63,E,
"LINESTRING (16.3602939924774 48.23252654666,16.3612486359575 48.230667389045,16.3611424517488 48.2295630292193,16.3613420626085 48.2295052826413,16.3611981396475 48.2288816662669,16.3611845113484 48.228845416799,16.3625178688991 48.2288054675644,16.3627627478513 48.228797935967)",1970745,794.84,,
"LINESTRING (16.3531664286917 48.1801860776363,16.3555324199549 48.1800124726568,16.3557905403008 48.1800020298962,16.3565660789131 48.1801201983541,16.3570876106126 48.1802651972942,16.3585516959828 48.1807344261026,16.3591138560924 48.1809344781492)",1970746,,E,
"LINESTRING (16.3589886167025 48.1810539903042,16.3605298576435 48.1816082250677,16.3616380032265 48.1820142137638,16.3642145551493 48.1829757967684,16.3652639073655 48.1833490301999,16.3663672608502 48.1837387244817,16.3682586243301 48.1844165432499,16.3693906270221 48.1848005814458,16.3708877741753 48.1853266100888,16.3724073576986 48.1858055342168,16.3733730677859 48.1861160287298)",1970747,,E,
"LINESTRING (16.3771973685657 48.1872942211713,16.3756806602377 48.1868376582641,16.3741966957736 48.1863868246532,16.3739583440712 48.1863649624843)",1970748,,E,
"LINESTRING (16.3812892799458 48.188442410991,16.3815480451617 48.1885109689304,16.3830303994205 48.1885493720942,16.3845370118761 48.1885422472765,16.3855381328645 48.1884865749485,16.3886208330204 48.1883430029949)",1970749,,E,
"LINESTRING (16.3375396026269 48.1710361568638,16.3375864719475 48.1715019406315)",1970750,51.91,G,
"LINESTRING (16.3827182595517 48.1432983864546,16.3827703255678 48.1423799798054)",1970751,102.19,E,
"LINESTRING (16.3825791651345 48.1435227298973,16.3826266234014 48.1423809805222)",1970752,127,E,
"LINESTRING (16.4676534133437 48.2515653029365,16.4690143793381 48.2515370123602)",1970753,101.12,G,
"LINESTRING (16.3938083848377 48.1753155710961,16.394343801792 48.175178946125,16.3950850051771 48.1747038630075,16.3951917752062 48.1747430692348,16.3968980497924 48.1736178777403,16.397223386073 48.1734749370682,16.3977809198139 48.1733769355836,16.3978921830855 48.1732710133212,16.3980183028092 48.1731728207663,16.3981580874867 48.1730832893171,16.3983102151288 48.1730032641079)",1970754,435.66,E,
"LINESTRING (16.2916324568397 48.154230268473,16.291588118021 48.1544653668693,16.2915890212256 48.1553846016137,16.2911781275903 48.1565728184329,16.2911544104585 48.1576545368533,16.2911543518102 48.1577216322428)",1970755,391.93,G,
"LINESTRING (16.2953957784645 48.1619301824266,16.3024092210487 48.1609433698226)",1970756,88.52,G,
"LINESTRING (16.4291108984882 48.2625118973011,16.4283279948611 48.2598291201543,16.4270406140112 48.2576166254334)",1970757,567.86,E,
"LINESTRING (16.4605361805038 48.2537203294065,16.4608726650681 48.2536307357344,16.4605866188957 48.2532237269977)",1970758,76.89,E,
"LINESTRING (16.399044942082 48.2600120821631,16.3993031607411 48.2599095240291)",1970759,22.31,E,
"LINESTRING (16.3962597340609 48.2558891329267,16.3976535786139 48.255310876474)",1970760,121.85,E,
"CIRCULARSTRING (16.3983102151288 48.1730032641079,16.3983761618743 48.1726439918499,16.3984431905685 48.1722848092031)",1970761,80.5,E,8402000001080000809FA3A3A303A4B7A0E4F6089D930CD0C161B001320000200028A089B039B340206A4DF32393144100B8F3FDA443B34060226C78639414410100000002000000000000000028A089B039B34060226C786394144100B8F3FDA443B340206A4DF323931441010000000000000001000000BC75E874A03EB340BF4FB9B0C39314419E010000020000000400
"LINESTRING (16.4101761078933 48.1638745219312,16.4095943025704 48.1645434905465,16.4092425343076 48.1647935591717,16.4089600439949 48.1649900466925,16.4080009114448 48.1658579693145,16.406546112798 48.1671366492241,16.4057252866055 48.167755695506,16.4053095037606 48.1680450535654,16.4047977703176 48.1684058498461,16.404664461003 48.1684666061801,16.4039818136995 48.1687025802794,16.4038110455684 48.1686812652431,16.4034209892626 48.1682567576683,16.402045578643 48.1691719879117,16.4018796896176 48.1692850007571)",1970762,1043.15,E,
"LINESTRING (16.4309342085855 48.1651295157685,16.4312215770231 48.165581465443,16.431398819117 48.1659896751008)",1970763,101.88,E,
"LINESTRING (16.4232500270727 48.1813064997847,16.4214183030015 48.1819062220605)",1970764,785.25,G,
"LINESTRING (16.3910731254361 48.192481646262,16.3925360111584 48.1918792546401)",1970765,127.73,G,
"LINESTRING (16.4690894029189 48.2516648712388,16.469723080397 48.2528841659068,16.4711049361329 48.2553080389654,16.4728601802693 48.2585984305903,16.4733827770526 48.2596767998392)",1970766,946.34,E,
"LINESTRING (16.3059839242037 48.1262110833209,16.3064079851753 48.1278154352578,16.3072649919595 48.1278109115374,16.3083474398355 48.1300397669452,16.3084406539823 48.1300679844737)",1970767,513.18,G,
"LINESTRING (16.4214183030015 48.1819062220605,16.4207635240978 48.1819723855625,16.4195233161967 48.1823718525797,16.4192246823028 48.1825207858864)",1970768,785.25,G,
"LINESTRING (16.3648139531931 48.1823850254211,16.3641467916034 48.1830425846567)",1970769,,G,
"LINESTRING (16.2709893260753 48.1997915414395,16.2706350298355 48.1996760100039)",1970770,873.11,E,
"LINESTRING (16.3181231601513 48.1977778910342,16.3188951074942 48.1977267641066)",1970771,874.89,,
"LINESTRING (16.3439834660177 48.2406125832417,16.3449047863454 48.2406403145102,16.3453618089709 48.2408362506668,16.3457398720578 48.2411565590502,16.3473309201471 48.2413448498204,16.3483915710244 48.2412505246839,16.3484818211458 48.2411676034104,16.3488886620346 48.2410923437253)",1970772,,E,
"LINESTRING (16.380958773803 48.2859623419874,16.380941899677 48.2858965955274,16.380864855717 48.2858623375379)",1970773,,E,
"LINESTRING (16.3506956536174 48.2001219413849,16.3523853392475 48.2006417036088,16.3551079753008 48.2014729031325)",1970774,,E,
"LINESTRING (16.3715088735412 48.1978195288415,16.3709511118325 48.1977484807848,16.3703070955726 48.1977868215437,16.3677485906792 48.1982032255002,16.3663514959634 48.1984392869524)",1970775,,E,
"LINESTRING (16.3068972571312 48.1985099603881,16.3067590642684 48.1978584110836,16.3069562390793 48.197605985166,16.3077899229129 48.1968652318921,16.3089362387344 48.1959338362274)",1970776,,E,
"LINESTRING (16.3522770259854 48.2407595788826,16.3519794240254 48.2400177215836,16.3518812061527 48.2391663192376)",1970777,,E,
"LINESTRING (16.350531046771 48.2427255481078,16.3503948658359 48.2427916909308,16.3491592581579 48.2427918375797,16.3487161445655 48.2427806688615)",1970778,,E,
"LINESTRING (16.4242089498269 48.2269230815792,16.4216907862457 48.2288449616257,16.4207055448132 48.2283183785376)",1970779,,G,
"LINESTRING (16.4716815199974 48.2326684689103,16.4840625086684 48.2332455647954)",1970780,,G,
"LINESTRING (16.3734602642991 48.1994971070146,16.3735013990535 48.1996831042987,16.3728465559257 48.19982540478)",1970781,,G,
"LINESTRING (16.3289077523894 48.1528735647419,16.328641672374 48.1529078364868)",1970782,,B,
"LINESTRING (16.3288456622582 48.1526185897723,16.3287981927666 48.1526924020199,16.3288241570964 48.1527793095984,16.3289077523894 48.1528735647419)",1970783,,B,
"LINESTRING (16.233242018792 48.2061867516195,16.2329286747018 48.2065864579311)",1970784,50.18,E,
"LINESTRING (16.3283864921112 48.1523331427344,16.3285297430061 48.1525525314495)",1970785,26.62,G,
"LINESTRING (16.5043416464938 48.2333198337819,16.5055033509158 48.2337690493295,16.5093777576918 48.2333768118247,16.5097243765049 48.2332410261408,16.510621050869 48.2332589916264,16.5116031117958 48.2331954692912)",1970786,560.61,B,
"LINESTRING (16.4919886190578 48.1772250457771,16.4917996849514 48.1770634696517)",1970787,,B,
"LINESTRING (16.3549659592737 48.1871324146215,16.3543867353016 48.187680141382)",1970788,,E,
"LINESTRING (16.3627627478513 48.228797935967,16.3630320338997 48.2284394290884,16.3633364297487 48.2280936916763,16.3636745857442 48.227762256217,16.3639799633877 48.2274974995993,16.3643210393447 48.2272529752835,16.3646948267186 48.2270308222773)",1970789,794.84,,
